player_name,team,league,age,position,appearances,starts,minutes,goals,assists,shots_total,shots_on,passes_total,passes_key,pass_accuracy,tackles,interceptions,blocks,dribbles_attempts,dribbles_success,fouls_drawn,fouls_committed,yellow_cards,red_cards,player_id,rating,duels_won_pct,xg_proxy,performance_score,fatigue_index,defensive_impact,anomaly_z,is_anomaly
Youssef Maleh,Fiorentina,Serie A,24,Midfielder,7,4,297,0,0.0,2.12,0.0,28.8,1.82,81.9,0.91,0.3,1.52,0.91,0.3,0.91,2.42,0.61,0.0,1519,7.379,0.3297,0.0,0.4511,0.4714,0.91,-0.1642,0
Youssef Maleh,Lecce,Serie A,24,Midfielder,5,2,177,0,0.0,1.5,0.0,17.5,0.5,70.0,4.0,0.0,2.0,0.5,0.0,0.5,4.0,1.0,0.0,1520,7.3,0.0,0.0,0.359,0.3933,2.2,-1.2851,0
Donyell Malen,Dortmund,Bundesliga,24,Forward,13,11,821,0,0.11,2.64,1.32,23.0,1.65,72.8,0.55,0.44,0.99,3.63,1.21,1.76,0.88,0.0,0.0,1521,7.372,0.3333,0.0,0.4334,0.7017,0.649,-0.3796,0
Ruslan Malinovskyi,Atalanta,Serie A,29,Midfielder,15,5,553,1,0.33,3.11,0.98,40.7,2.13,74.7,2.3,0.82,1.31,3.28,1.31,1.8,1.64,0.33,0.0,1522,7.48,0.3994,0.06666666666666667,0.4737,0.4096,1.559,0.1109,0
Ruslan Malinovskyi,Marseille,Ligue 1,29,Midfielder,6,4,365,1,0.0,3.41,0.73,33.7,2.2,76.2,1.46,0.24,1.22,2.68,1.71,1.46,1.46,0.49,0.0,1523,7.456,0.6381,0.16666666666666666,0.5537,0.6759,1.022,1.0845,0
Hugo Mallo,Celta Vigo,La Liga,31,Defender,15,15,1203,0,0.0,0.9,0.3,42.0,0.45,77.0,2.09,0.67,1.04,0.9,0.22,0.97,2.24,0.22,0.0,1524,7.374,0.2444,0.0,0.4241,0.8911,1.349,-0.4928,0
Mickael Malsa,Valladolid,La Liga,27,Midfielder,5,0,69,0,0.0,0.0,0.0,16.3,0.0,65.0,2.5,2.5,1.25,1.25,1.25,0.0,2.5,0.0,0.0,1525,7.325,1.0,0.0,0.5498,0.1533,2.125,1.0371,0
Giorgi Mamardashvili,Valencia,La Liga,22,Goalkeeper,21,21,1890,0,0.0,0.0,0.0,23.0,0.0,76.0,0.0,0.05,0.0,0.0,0.0,0.1,0.05,0.05,0.0,1526,7.377,0.0,0.0,0.3733,1.0,0.015,-1.1111,0
Hianga Mananga Mbock,Brest,Ligue 1,23,Midfielder,2,0,15,0,0.0,0.0,0.0,40.0,0.0,80.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,0.0,0.0,1527,7.4,1.0,0.0,0.582,0.0833,0.0,1.429,0
Gianluca Mancini,Roma,Serie A,26,Defender,22,22,1821,0,0.05,0.64,0.1,42.4,0.5,81.7,1.49,1.68,0.99,0.4,0.15,0.84,1.19,0.2,0.0,1528,7.402,0.375,0.0,0.4605,0.9197,1.397,-0.0498,0
Steve Mandanda,Rennes,Ligue 1,37,Goalkeeper,20,20,1755,0,0.05,0.0,0.0,24.2,0.05,72.2,0.0,0.0,0.0,0.05,0.05,0.1,0.05,0.05,0.0,1529,7.362,1.0,0.0,0.5653,0.975,0.0,1.2257,0
Reinildo Mandava,Atlético Madrid,La Liga,29,Defender,19,19,1655,0,0.0,0.33,0.0,45.4,0.49,86.0,2.93,1.3,1.3,1.09,0.16,1.41,1.74,0.16,0.0,1530,7.422,0.1468,0.0,0.424,0.9678,1.952,-0.494,0
Aissa Mandi,Villarreal,La Liga,31,Defender,9,5,441,0,0.0,0.2,0.2,56.9,0.2,90.3,1.63,2.04,1.22,0.61,0.2,1.02,2.04,0.0,0.0,1531,7.452,0.3279,0.0,0.4697,0.5444,1.63,0.0622,0
Rolando Mandragora,Fiorentina,Serie A,25,Midfielder,15,10,916,1,0.1,2.16,0.39,39.7,1.37,82.3,2.16,0.88,0.98,0.59,0.2,0.88,1.86,0.49,0.0,1532,7.494,0.339,0.06666666666666667,0.4772,0.6785,1.422,0.1535,0
Sadio Mane,Bayern Munich,Bundesliga,30,Forward,14,12,906,6,0.3,3.86,1.68,20.2,1.19,72.6,0.5,0.0,0.99,3.66,1.88,1.68,1.19,0.1,0.0,1533,7.979,0.5137,0.42857142857142855,0.6159,0.719,0.497,1.8416,0
Orel Mangala,Nott'ham Forest,Premier League,24,Midfielder,14,10,693,0,0.0,0.78,0.13,28.8,0.26,80.4,1.69,1.3,1.04,2.6,0.91,1.56,1.17,0.13,0.0,1534,7.396,0.35,0.0,0.4527,0.55,1.378,-0.1447,0
Thomas Mangani,Ajaccio,Ligue 1,35,Midfielder,18,9,895,1,0.1,0.61,0.0,45.1,2.22,67.8,1.92,2.12,1.31,0.51,0.3,0.71,2.02,0.3,0.0,1535,7.431,0.5882,0.05555555555555555,0.4928,0.5525,1.797,0.3433,0
Vito Mannone,Lorient,Ligue 1,34,Goalkeeper,9,8,798,0,0.0,0.0,0.0,21.5,0.0,68.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1536,7.344,0.0,0.0,0.3577,0.9852,0.0,-1.301,0
Javier Manquillo,Newcastle Utd,Premier League,28,Defender,1,0,11,0,0.0,0.0,0.0,40.0,0.0,57.1,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1537,7.286,0.0,0.0,0.3328,0.1222,4.0,-1.604,0
Myziane Maolida,Reims,Ligue 1,23,Forward,1,0,19,0,0.0,0.0,0.0,25.0,0.0,45.5,5.0,0.0,0.0,5.0,5.0,0.0,5.0,0.0,0.0,1538,7.228,1.0,0.0,0.5078,0.2111,2.0,0.5259,0
Myziane Maolida,Hertha BSC,Bundesliga,23,Midfielder,3,1,95,0,0.0,0.0,0.0,7.27,0.91,53.3,0.91,0.0,0.0,3.64,1.82,0.0,0.91,0.0,0.0,1539,7.266,0.5,0.0,0.4246,0.3519,0.364,-0.4867,0
Faitout Maouassa,Montpellier,Ligue 1,24,Defender,20,14,1191,1,0.3,1.14,0.38,24.2,1.29,68.5,2.42,0.98,1.67,2.42,0.76,1.21,1.44,0.0,0.0,1540,7.464,0.314,0.05,0.4387,0.6617,1.763,-0.3151,0
Sekou Mara,Southampton,Premier League,20,Midfielder,14,3,327,0,0.28,3.89,0.56,11.1,1.11,71.4,2.78,0.0,1.11,4.72,1.94,1.11,3.33,0.0,0.0,1541,7.377,0.411,0.0,0.4463,0.2595,1.445,-0.2226,0
Maranhao,Valencia,La Liga,26,Midfielder,15,3,428,1,0.0,3.54,0.42,8.33,0.63,67.8,0.83,0.0,0.83,3.54,1.88,2.5,1.88,0.42,0.21,1542,7.376,0.5311,0.06666666666666667,0.4831,0.317,0.581,0.2253,0
Marcao,Sevilla,La Liga,26,Defender,4,4,360,0,0.0,0.0,0.0,46.0,0.0,87.2,0.5,1.25,0.75,0.25,0.25,1.5,1.25,0.5,0.0,1543,7.411,1.0,0.0,0.5967,1.0,0.8,1.6079,0
Solly March,Brighton,Premier League,28,Defender,21,21,1807,5,0.2,2.34,0.9,31.0,1.54,72.7,1.49,0.9,1.24,3.28,1.49,1.49,1.59,0.1,0.0,1544,7.873,0.4543,0.23809523809523808,0.5439,0.9561,1.238,0.9653,0
Agustin Marchesin,Celta Vigo,La Liga,34,Goalkeeper,19,19,1710,0,0.0,0.0,0.0,23.6,0.0,70.7,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.11,0.0,1545,7.348,0.0,0.0,0.3618,1.0,0.0,-1.2511,0
Vincent Marchetti,Ajaccio,Ligue 1,25,Midfielder,21,20,1655,0,0.05,1.41,0.38,32.9,0.54,80.1,2.17,0.82,0.65,3.04,1.79,1.36,1.2,0.22,0.0,1546,7.393,0.5888,0.0,0.4998,0.8757,1.309,0.4285,0
Riccardo Marchizza,Sassuolo,Serie A,24,Defender,4,1,107,0,0.83,0.0,0.0,30.8,0.83,71.2,0.83,0.0,0.0,0.83,0.0,0.0,0.83,0.0,0.0,1547,7.414,0.0,0.0,0.3648,0.2972,0.332,-1.2145,0
Gian Marco Ferrari,Sassuolo,Serie A,30,Defender,19,17,1529,1,0.0,0.29,0.06,41.4,0.06,85.0,1.12,0.88,1.0,0.12,0.0,1.41,1.0,0.29,0.0,1548,7.51,0.0,0.05263157894736842,0.4111,0.8942,1.012,-0.651,0
Emiliano Marcondes,Bournemouth,Premier League,27,Midfielder,1,0,9,0,0.0,0.0,0.0,10.0,0.0,100.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,1549,7.5,0.0,0.0,0.425,0.1,0.0,-0.4819,0
Oscar de Marcos,Athletic Club,La Liga,33,Defender,21,19,1619,0,0.22,0.06,0.0,47.1,1.39,77.8,2.0,0.78,1.33,0.83,0.28,0.5,1.5,0.17,0.0,1550,7.396,0.3373,0.0,0.4449,0.8566,1.433,-0.2397,0
Jose Mari,Cádiz,La Liga,35,Midfielder,12,2,323,0,0.0,0.56,0.0,34.7,1.39,82.2,3.61,1.39,0.56,1.11,0.56,1.94,1.11,0.56,0.0,1551,7.383,0.5045,0.0,0.4868,0.2991,2.029,0.2703,0
Pablo Mari,Monza,Serie A,29,Defender,14,12,1138,1,0.0,0.4,0.16,44.7,0.08,86.3,1.43,1.11,0.32,0.08,0.08,0.48,0.79,0.16,0.0,1552,7.523,1.0,0.07142857142857142,0.6197,0.9032,1.001,1.8878,0
Jose Maria Gimenez,Atlético Madrid,La Liga,28,Defender,12,11,1005,0,0.0,1.25,0.36,41.9,0.18,86.1,1.52,1.43,1.43,0.09,0.0,0.36,0.8,0.45,0.0,1553,7.408,0.0,0.0,0.3944,0.9306,1.466,-0.8543,0
Mariano,Real Madrid,La Liga,29,Forward,5,0,44,0,0.0,6.0,0.0,14.0,2.0,70.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,1554,7.25,0.0,0.0,0.3575,0.0978,0.8,-1.3034,0
Pablo Marin,Real Sociedad,La Liga,19,Midfielder,7,3,324,0,0.0,1.94,1.11,31.4,1.67,76.4,1.94,1.11,0.28,2.5,1.39,0.56,2.78,0.28,0.0,1555,7.368,0.556,0.0,0.485,0.5143,1.193,0.2484,0
R?zvan Marin,Empoli,Serie A,26,Midfielder,21,16,1503,2,0.12,1.26,0.42,44.2,1.8,80.6,1.98,0.72,1.2,1.2,0.6,0.78,1.08,0.3,0.0,1556,7.596,0.5,0.09523809523809523,0.5177,0.7952,1.368,0.6464,0
Guillermo Maripan,Monaco,Ligue 1,28,Defender,18,17,1485,3,0.0,0.73,0.24,43.0,0.12,87.1,1.94,1.64,1.52,0.36,0.06,0.18,0.97,0.12,0.06,1557,7.718,0.1667,0.16666666666666666,0.4891,0.9167,1.724,0.2983,0
Marlon,Monza,Serie A,27,Defender,17,13,1066,0,0.0,0.25,0.08,54.4,0.08,92.1,1.69,1.27,0.59,0.17,0.0,0.34,1.1,0.25,0.0,1558,7.448,0.0,0.0,0.4076,0.6967,1.234,-0.6936,0
Omar Marmoush,Wolfsburg,Bundesliga,24,Forward,19,8,790,3,0.0,2.95,1.02,18.3,0.57,63.4,1.14,0.57,1.02,6.7,1.93,2.27,1.7,0.23,0.0,1559,7.606,0.2881,0.15789473684210525,0.46,0.462,0.933,-0.0559,0
Marquinhos,Arsenal,Premier League,19,Midfielder,1,0,1,0,0.0,0.0,0.0,2.0,0.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1560,7.334,0.0,0.0,0.3534,0.0111,0.0,-1.3533,0
Marquinhos,Paris S-G,Ligue 1,28,Defender,22,20,1824,2,0.0,0.59,0.2,68.8,0.2,95.5,0.89,0.84,1.18,0.0,0.0,0.39,0.34,0.1,0.0,1561,7.672,0.0,0.09090909090909091,0.4484,0.9212,0.962,-0.1971,0
Luca Marrone,Monza,Serie A,32,Defender,2,2,135,0,0.0,0.67,0.0,52.0,0.0,92.9,0.0,0.0,1.33,0.0,0.0,1.33,0.67,0.0,0.0,1562,7.464,0.0,0.0,0.4097,0.75,0.399,-0.6681,0
Eric Martel,Köln,Bundesliga,20,Midfielder,16,11,1023,0,0.0,1.05,0.26,31.5,0.26,78.6,2.72,1.49,1.14,0.61,0.26,1.32,1.4,0.18,0.0,1563,7.384,0.4262,0.0,0.464,0.7104,1.877,-0.0072,0
Roger Marti,Elche,La Liga,32,Forward,12,8,655,0,0.14,0.82,0.27,16.2,1.37,73.8,0.68,0.14,0.55,0.96,0.41,1.51,2.19,0.27,0.0,1564,7.365,0.4271,0.0,0.454,0.6065,0.479,-0.1289,0
Roger Marti,Cádiz,La Liga,32,Forward,3,2,157,0,0.0,0.59,0.0,17.1,0.0,85.3,1.76,0.0,0.59,1.18,1.18,1.76,4.12,0.0,0.0,1565,7.426,1.0,0.0,0.5934,0.5815,0.881,1.5677,0
Anthony Martial,Manchester Utd,Premier League,27,Forward,9,6,458,3,0.39,2.16,0.98,21.0,0.98,80.5,0.0,0.2,0.59,1.76,0.78,0.59,0.78,0.0,0.0,1566,7.73,0.4432,0.3333333333333333,0.5815,0.5654,0.237,1.4229,0
Aaron Martin,Mainz 05,Bundesliga,25,Defender,17,17,1421,3,0.13,0.82,0.25,38.7,1.33,75.8,2.03,0.76,0.89,1.01,0.57,0.51,1.08,0.06,0.0,1567,7.685,0.5644,0.17647058823529413,0.548,0.9288,1.307,1.0152,0
Ander Martin,Real Sociedad,La Liga,22,Midfielder,3,0,41,0,0.0,0.0,0.0,24.0,4.0,50.0,4.0,0.0,0.0,2.0,2.0,0.0,4.0,0.0,0.0,1568,7.25,1.0,0.0,0.5175,0.1519,1.6,0.6439,0
Andres Martin,Rayo Vallecano,La Liga,23,Forward,4,2,133,0,0.0,1.33,1.33,14.0,0.67,41.2,2.0,0.0,0.67,2.67,2.0,0.67,2.67,0.67,0.0,1569,7.172,0.7491,0.0,0.4474,0.3694,1.001,-0.2092,0
Ivan Martin,Girona,La Liga,23,Midfielder,9,6,555,2,0.0,1.29,0.48,29.0,0.81,81.1,0.32,0.32,0.81,2.42,0.97,0.32,1.13,0.0,0.0,1570,7.606,0.4008,0.2222222222222222,0.5372,0.6852,0.467,0.8837,0
Jonas Martin,Lille,Ligue 1,32,Midfielder,9,1,191,0,0.0,0.48,0.0,77.6,0.48,87.2,3.33,2.38,0.95,0.0,0.0,1.43,3.33,0.95,0.0,1571,7.388,0.0,0.0,0.396,0.2358,2.331,-0.8348,0
Martinelli,Arsenal,Premier League,21,Forward,21,21,1726,7,0.1,2.71,0.94,26.8,1.93,72.9,0.89,0.36,0.83,4.27,1.72,1.3,1.3,0.1,0.0,1572,8.066,0.4028,0.3333333333333333,0.5683,0.9132,0.713,1.2622,0
Arnau Martinez,Girona,La Liga,19,Defender,17,16,1351,2,0.07,1.0,0.13,42.1,1.33,80.6,2.2,0.87,1.4,1.73,0.67,2.47,1.0,0.4,0.0,1573,7.588,0.3873,0.11764705882352941,0.5016,0.883,1.561,0.4504,0
Emiliano Martinez,Aston Villa,Premier League,30,Goalkeeper,19,19,1654,0,0.0,0.0,0.0,26.2,0.11,74.3,0.0,0.05,0.0,0.0,0.0,0.16,0.0,0.16,0.0,1574,7.364,0.0,0.0,0.3695,0.9673,0.015,-1.1573,0
Inigo Martinez,Athletic Club,La Liga,31,Defender,9,9,810,0,0.0,0.78,0.11,47.9,0.44,85.0,0.89,1.56,1.0,0.0,0.0,1.0,0.89,0.11,0.0,1575,7.42,0.0,0.0,0.3926,1.0,1.124,-0.8762,0
Lautaro Martinez,Inter,Serie A,25,Forward,21,19,1675,12,0.16,3.92,1.51,16.6,1.56,72.4,0.7,0.48,1.08,2.58,0.97,2.2,1.67,0.05,0.0,1576,8.571,0.376,0.5714285714285714,0.6486,0.8862,0.748,2.2395,1
Lisandro Martinez,Manchester Utd,Premier League,25,Defender,20,18,1568,1,0.0,0.23,0.06,56.4,0.29,86.7,2.01,1.49,2.01,0.52,0.52,0.46,0.98,0.23,0.0,1577,7.522,1.0,0.05,0.6141,0.8711,1.854,1.8197,0
Lucas Martinez Quarta,Fiorentina,Serie A,26,Defender,15,13,1181,1,0.08,1.22,0.61,55.1,0.38,82.8,3.74,2.06,1.91,0.46,0.23,1.45,0.69,0.15,0.0,1578,7.512,0.5,0.06666666666666667,0.511,0.8748,2.687,0.5648,0
Roger Martinez,Espanyol,La Liga,18,Defender,1,0,7,0,0.0,10.0,0.0,50.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1579,7.5,0.0,0.0,0.425,0.0778,0.0,-0.4819,0
Gelson Martins,Monaco,Ligue 1,27,Midfielder,10,3,335,0,0.0,3.24,0.81,32.2,0.81,78.3,4.05,0.81,1.08,3.51,0.81,1.08,1.62,0.0,0.0,1580,7.392,0.2308,0.0,0.4245,0.3722,2.187,-0.4879,0
Adam Marui?,Lazio,Serie A,30,Defender,22,21,1918,0,0.05,0.52,0.28,52.0,0.23,86.4,1.27,1.17,0.61,0.47,0.23,0.52,0.7,0.19,0.0,1581,7.426,0.4894,0.0,0.4935,0.9687,1.042,0.3518,0
Omar Mascarell,Elche,La Liga,30,Midfielder,18,18,1547,0,0.0,0.29,0.06,36.2,0.64,83.6,1.51,1.28,1.57,0.93,0.47,0.64,0.87,0.29,0.0,1582,7.404,0.5054,0.0,0.4904,0.9549,1.459,0.3141,0
Adam Masina,Udinese,Serie A,29,Defender,4,4,304,1,0.0,0.29,0.29,32.9,0.29,75.7,1.18,2.06,0.59,0.0,0.0,0.0,0.59,0.0,0.0,1583,7.478,0.0,0.25,0.4507,0.8444,1.267,-0.1691,0
Jordi Masip,Valladolid,La Liga,34,Goalkeeper,15,15,1350,0,0.0,0.0,0.0,26.0,0.0,71.2,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.13,0.0,1584,7.35,0.0,0.0,0.3629,1.0,0.0,-1.2377,0
Erhan Maovi?,Bochum,Bundesliga,24,Defender,16,10,1039,2,0.0,0.35,0.26,31.6,0.61,81.0,2.26,0.78,1.48,0.17,0.09,0.35,1.04,0.09,0.0,1585,7.6,0.5294,0.125,0.5334,0.7215,1.582,0.8375,0
Han-Noah Massengo,Auxerre,Ligue 1,21,Defender,2,1,107,0,0.0,0.83,0.0,26.7,0.83,78.0,1.67,0.83,0.83,3.33,0.83,0.83,1.67,0.0,0.0,1586,7.39,0.2492,0.0,0.4275,0.5944,1.166,-0.4514,0
Yanis Massolin,Clermont Foot,Ligue 1,20,Midfielder,4,0,48,0,0.0,0.0,0.0,58.0,0.0,78.4,4.0,4.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,1587,7.392,0.0,0.0,0.3786,0.1333,3.4,-1.0466,0
Jaime Mata,Getafe,La Liga,34,Forward,6,0,42,0,0.0,2.0,0.0,22.0,0.0,73.3,0.0,0.0,2.0,0.0,0.0,2.0,10.0,4.0,0.0,1588,7.166,0.0,0.0,0.3616,0.0778,0.6,-1.2535,0
Pape Matar Sarr,Tottenham,Premier League,20,Midfielder,4,1,137,0,0.0,0.67,0.0,60.0,0.67,92.8,4.0,3.33,0.0,2.0,0.0,2.0,2.0,0.67,0.0,1589,7.43,0.0,0.0,0.4085,0.3806,2.599,-0.6827,0
Eliot Matazo,Monaco,Ligue 1,20,Midfielder,11,6,536,0,0.0,0.17,0.17,29.8,0.0,82.9,1.0,0.67,1.17,1.0,0.0,0.5,1.0,0.33,0.0,1590,7.398,0.0,0.0,0.3877,0.5414,0.952,-0.9358,0
Jean-Philippe Mateta,Crystal Palace,Premier League,25,Forward,18,4,511,1,0.0,3.16,1.05,13.0,0.88,70.5,0.7,0.35,0.53,0.88,0.35,0.88,1.75,0.35,0.0,1591,7.435,0.3977,0.05555555555555555,0.4603,0.3154,0.544,-0.0522,0
Nemanja Mati?,Roma,Serie A,34,Midfielder,22,11,1223,1,0.07,0.59,0.22,52.4,0.88,84.8,2.57,1.25,1.1,1.03,0.59,0.66,1.03,0.15,0.0,1592,7.521,0.5728,0.045454545454545456,0.5234,0.6177,1.733,0.7158,0
Joel Matip,Liverpool,Premier League,31,Defender,9,7,642,0,0.0,0.0,0.0,57.3,0.28,84.6,1.55,1.41,0.56,0.85,0.42,0.56,0.56,0.14,0.0,1593,7.416,0.4941,0.0,0.4905,0.7926,1.211,0.3153,0
Henning Matriciani,Schalke 04,Bundesliga,22,Defender,10,10,876,0,0.0,0.1,0.0,34.4,0.1,77.0,2.27,1.13,0.93,0.52,0.21,0.41,0.93,0.0,0.0,1594,7.385,0.4038,0.0,0.4563,0.9733,1.526,-0.1009,0
Chrislain Matsima,Lorient,Ligue 1,20,Defender,6,2,227,0,0.0,0.4,0.0,43.2,0.0,85.0,0.0,0.8,1.2,0.0,0.0,0.4,0.0,0.0,0.0,1595,7.425,0.0,0.0,0.3928,0.4204,0.6,-0.8738,0
Azor Matusiwa,Reims,Ligue 1,24,Midfielder,16,15,1331,0,0.0,0.34,0.14,44.4,0.68,84.3,2.91,1.96,1.28,0.74,0.34,1.35,1.82,0.14,0.0,1596,7.414,0.4595,0.0,0.4829,0.9243,2.136,0.2228,0
Neal Maupay,Everton,Premier League,26,Forward,14,7,712,1,0.0,2.03,0.89,14.6,0.63,74.7,0.76,0.25,0.51,1.14,0.38,2.03,1.27,0.38,0.0,1597,7.454,0.3333,0.07142857142857142,0.4611,0.5651,0.532,-0.0425,0
Aiman Maurer,Clermont Foot,Ligue 1,18,Midfielder,2,2,146,0,0.0,1.25,1.25,20.6,0.63,84.6,1.25,0.63,0.0,5.0,2.5,5.0,1.88,0.0,0.0,1598,7.423,0.5,0.0,0.4919,0.8111,0.689,0.3324,0
Stephy Mavididi,Montpellier,Ligue 1,24,Forward,12,11,796,2,0.11,2.05,0.91,15.0,0.34,74.2,1.59,0.34,1.48,3.98,1.48,1.14,1.02,0.11,0.11,1599,7.551,0.3719,0.16666666666666666,0.4993,0.737,1.182,0.4224,0
Konstantinos Mavropanos,Stuttgart,Bundesliga,25,Defender,17,16,1418,2,0.06,1.84,0.51,47.3,0.57,82.2,2.34,2.34,1.9,1.71,0.7,0.89,0.82,0.32,0.0,1600,7.599,0.4094,0.11764705882352941,0.5095,0.9268,2.208,0.5466,0
Christian Mawissa,Toulouse,Ligue 1,17,Defender,2,1,98,0,0.0,0.0,0.0,37.3,0.0,85.4,1.82,2.73,0.0,0.91,0.0,1.82,1.82,0.91,0.0,1601,7.382,0.0,0.0,0.3923,0.5444,1.547,-0.8798,0
Philipp Max,Eint Frankfurt,Bundesliga,29,Defender,1,1,68,0,0.0,1.25,0.0,55.0,0.0,77.2,1.25,0.0,2.5,1.25,0.0,0.0,0.0,0.0,0.0,1602,7.386,0.0,0.0,0.376,0.7556,1.25,-1.0782,0
Eric Maxim Choupo-Moting,Bayern Munich,Bundesliga,33,Forward,14,10,837,7,0.22,2.47,1.08,17.4,1.29,75.3,0.86,0.0,0.65,2.04,1.4,0.65,0.32,0.0,0.0,1603,8.092,0.6863,0.5,0.6806,0.6643,0.539,2.629,1
Luis Maximiano,Lazio,Serie A,24,Goalkeeper,1,1,5,0,0.0,0.0,0.0,30.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,1604,5.375,0.0,0.0,0.3113,0.0556,0.0,-1.8657,0
Fernand Mayembo,Ajaccio,Ligue 1,27,Defender,8,6,541,0,0.0,0.67,0.0,36.0,0.17,87.1,0.67,1.0,0.33,0.17,0.0,1.17,1.17,0.17,0.0,1605,7.427,0.0,0.0,0.397,0.7514,0.667,-0.8226,0
Borja Mayoral,Getafe,La Liga,25,Forward,20,20,1624,4,0.0,1.56,0.39,19.8,0.61,74.0,0.44,0.06,0.61,2.28,0.56,1.61,0.72,0.17,0.0,1606,7.762,0.2456,0.2,0.49,0.9022,0.377,0.3092,0
Noussair Mazraoui,Bayern Munich,Bundesliga,25,Defender,11,6,556,0,0.48,0.65,0.0,61.8,1.61,86.5,2.74,0.97,0.81,1.77,0.81,0.81,1.61,0.0,0.0,1607,7.466,0.4576,0.0,0.4885,0.5616,1.63,0.291,0
Pasquale Mazzocchi,Salernitana,Serie A,27,Defender,15,15,1199,2,0.15,0.83,0.23,32.7,1.95,74.6,1.5,0.45,0.38,3.83,1.8,0.6,1.13,0.15,0.0,1608,7.576,0.47,0.13333333333333333,0.5105,0.8881,0.849,0.5588,0
Kevin Mbabu,Fulham,Premier League,27,Defender,6,1,144,0,0.63,0.0,0.0,42.5,1.25,72.3,1.88,1.88,1.25,3.75,2.5,0.0,2.5,0.63,0.0,1609,7.374,0.6667,0.0,0.4992,0.2667,1.691,0.4212,0
Kylian Mbappe,Paris S-G,Ligue 1,24,Forward,19,17,1468,13,0.12,4.42,2.21,33.6,1.84,79.9,0.31,0.18,0.18,6.63,2.09,1.17,0.55,0.18,0.0,1610,8.699,0.3152,0.6842105263157895,0.6891,0.8585,0.232,2.7325,1
Mamadou Mbaye,Cádiz,La Liga,24,Defender,7,6,537,0,0.0,0.17,0.0,23.5,0.17,72.7,1.0,0.5,0.83,0.5,0.5,0.17,0.5,0.0,0.0,1611,7.364,1.0,0.0,0.5663,0.8524,0.799,1.2379,0
Chancel Mbemba,Marseille,Ligue 1,28,Defender,23,22,1925,2,0.0,0.75,0.23,48.0,0.14,84.2,1.26,1.4,0.89,0.7,0.33,0.56,0.61,0.09,0.0,1612,7.616,0.4714,0.08695652173913043,0.5172,0.93,1.191,0.6403,0
Bryan Mbeumo,Brentford,Premier League,23,Forward,22,22,1657,5,0.11,1.96,0.92,18.2,1.36,66.5,0.6,0.22,0.6,2.07,0.98,0.65,0.71,0.22,0.0,1613,7.829,0.4734,0.22727272727272727,0.5307,0.8369,0.486,0.8046,0
Jason Mbock,Angers,Ligue 1,23,Midfielder,2,0,25,0,0.0,0.0,0.0,20.0,3.33,60.0,0.0,0.0,0.0,3.33,0.0,0.0,0.0,0.0,0.0,1614,7.3,0.0,0.0,0.339,0.1389,0.0,-1.5285,0
Nathanael Mbuku,Reims,Ligue 1,20,Midfielder,6,0,66,0,0.0,2.86,0.0,31.4,0.0,81.5,2.86,0.0,0.0,2.86,1.43,10.0,0.0,0.0,0.0,1615,7.408,0.5,0.0,0.4852,0.1222,1.144,0.2508,0
John McGinn,Aston Villa,Premier League,28,Midfielder,17,14,1223,0,0.07,1.54,0.37,29.2,0.59,75.3,2.79,0.88,1.84,1.62,0.88,1.91,1.47,0.29,0.0,1616,7.367,0.5432,0.0,0.4803,0.7993,1.932,0.1912,0
Scott McKenna,Nott'ham Forest,Premier League,26,Defender,18,17,1462,0,0.0,0.12,0.0,34.0,0.43,79.4,0.74,0.68,1.23,0.43,0.31,0.25,0.49,0.25,0.0,1617,7.384,0.7209,0.0,0.5245,0.9025,0.869,0.7291,0
Weston McKennie,Leeds United,Premier League,24,Midfielder,2,1,123,0,0.0,0.0,0.0,30.0,0.0,68.9,2.14,2.14,2.86,0.0,0.0,0.0,2.86,0.71,0.0,1618,7.309,0.0,0.0,0.3571,0.6833,2.356,-1.3083,0
Weston McKennie,Juventus,Serie A,24,Defender,15,13,1052,1,0.09,0.68,0.34,28.7,0.68,80.4,1.2,0.94,1.28,0.68,0.43,0.6,1.11,0.0,0.0,1619,7.508,0.6324,0.06666666666666667,0.5325,0.7793,1.146,0.8265,0
Dwight McNeil,Everton,Premier League,23,Defender,19,11,981,2,0.18,1.19,0.18,26.5,1.38,72.3,2.75,0.73,1.65,3.49,1.38,0.64,0.37,0.18,0.0,1620,7.565,0.3954,0.10526315789473684,0.4822,0.5737,1.814,0.2143,0
